최종순위,채널ID,채널명,대표상위세그먼트,대표하위세그먼트,채널구독자수,최근영상조회수평균,최근영상참여율평균,성장성점수_proxy,성장성신뢰도,성장성신뢰도등급,채널력점수,성장성점수,팬밀도점수,라이브친화점수,실전성점수,최종점수,액션버킷,성장성점수_raw,최종점수분위,채널력점수분위,성장성점수분위,팬밀도점수분위,라이브친화점수분위,실전성점수분위,shortlist_선정여부,shortlist_유형,운영우선순위,추천사유,주의사유,자동판정근거,순위변동,운영우선순위변동,최종점수변동,성장성점수변동,팬밀도점수변동,실전성점수변동,신규진입여부,액션버킷변동여부,shortlist_신규선정여부,shortlist_유지여부,shortlist_이탈여부,변동방향,변화요약
11,UC7hXVHFmyaDT3SNAiQJ4j7Q,짜몽소다,음악·보이스형,커버,21800.0,7646.1,0.0758622752071419,0.4937521002814529,0.625,보통,0.6452753779697624,0.4960950626759081,0.911987041036717,0.7675976106413333,1.0,0.7266439913268796,즉시검토,0.4937521002814529,0.9946004319654428,0.7624190064794817,0.3979481641468682,0.911987041036717,0.8625809935205183,0.8890388768898488,True,즉시검토형,9,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음,주요 자동 리스크 낮음,"최종=0.727, 채널력=0.645, 성장성=0.496, 팬밀도=0.912, 라이브=0.768, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
12,UCGvOF1ZO_j-645M0iuuXp_w,웃서공,버츄얼 퍼포먼스형,버튜버,27700.0,686.2,0.0524163132950223,0.5393804119775351,1.0,높음,0.539389848812095,0.5393804119775351,0.8099352051835853,0.9770966662150424,1.0,0.7244425271650158,즉시검토,0.5393804119775351,0.994060475161987,0.5923326133909287,0.7311015118790497,0.8099352051835853,0.994060475161987,0.8890388768898488,True,즉시검토형,10,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.724, 채널력=0.539, 성장성=0.539, 팬밀도=0.810, 라이브=0.977, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
13,UCptlCVZcQYIxyNqgEltVfbw,블릿 Bullet,,서브컬쳐게임,27700.0,9541.7,0.0290695163569867,0.7085225577472095,1.0,높음,0.6698434125269979,0.7085225577472095,0.5296976241900648,0.927492916802818,0.99272,0.7231828817673952,즉시검토,0.7085225577472095,0.9935205183585312,0.7867170626349892,0.9584233261339092,0.5296976241900648,0.960583153347732,0.7313714902807775,True,즉시검토형,11,최종점수 상위 10% / 성장성 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.723, 채널력=0.670, 성장성=0.709, 팬밀도=0.530, 라이브=0.927, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
14,UCXnKI_Ak-XYkXoCD_JS1YbQ,비영 B-0,음악·보이스형,커버,22900.0,21306.2,0.0929246616899244,0.5,0.0,미산출,0.6125,0.5,0.943304535637149,0.8849892008639308,0.97536,0.7171821779697626,성장관찰,0.5,0.9929805615550756,0.7165226781857451,0.521598272138229,0.943304535637149,0.929535637149028,0.3120950323974082,True,성장관찰형,136,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권,성장성 신뢰도 낮음,"최종=0.717, 채널력=0.613, 성장성=0.500, 팬밀도=0.943, 라이브=0.885, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
15,UCV9JerG8vhy1GZZoWBi84rg,와이랩 아카데미,창작·비주얼형,일러스트리깅,18200.0,4336.4,0.0870440029220405,0.7119403727480159,1.0,높음,0.4844492440604752,0.7119403727480159,0.9357451403887688,0.8425349477576849,0.81104,0.716641511111931,즉시검토,0.7119403727480159,0.99244060475162,0.4892008639308855,0.9600431965442764,0.9357451403887688,0.8868790496760259,0.0240280777537796,True,즉시검토형,12,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.717, 채널력=0.484, 성장성=0.712, 팬밀도=0.936, 라이브=0.843, 실전성=0.811, 운영제외리스크=0.100, 검증필요리스크=0.112, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
16,UCHexpJz2t4ZOP8leiHktJSQ,IRO(아이로),,기타 연주,12900.0,2417.2,0.0932851198552819,0.4201201285589769,1.0,높음,0.6020518358531317,0.4201201285589769,0.9438444924406048,0.9139678954834904,0.99272,0.7165996125436591,즉시검토,0.4201201285589769,0.991900647948164,0.6949244060475162,0.142548596112311,0.9438444924406048,0.949244060475162,0.7313714902807775,True,즉시검토형,13,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.717, 채널력=0.602, 성장성=0.420, 팬밀도=0.944, 라이브=0.914, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
17,UCCpevjShz4VagGJRUKan_aQ,김가비 GABI,음악·보이스형,커버,6240.0,10377.0,0.0808979422744614,0.5906927986564895,1.0,높음,0.7021868250539957,0.5906927986564895,0.9227861771058316,0.4197304400149833,1.0,0.7158476101012266,즉시검토,0.5906927986564895,0.9913606911447084,0.8245140388768899,0.8326133909287257,0.9227861771058316,0.5013498920086393,0.8890388768898488,True,즉시검토형,14,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.716, 채널력=0.702, 성장성=0.591, 팬밀도=0.923, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
18,UCQmcltnre6aG9SkDRYZqFIg,아오쿠모 린 AOKUMO RIN,음악·보이스형,JPOP커버,247000.0,118643.7,0.0412425985074349,0.6471972457855887,1.0,높음,0.6161177105831533,0.6471972457855887,0.7105831533477321,0.8842027766929937,0.98208,0.7154702353887086,즉시검토,0.6471972457855887,0.9908207343412528,0.7208423326133909,0.9152267818574514,0.7105831533477321,0.926025917926566,0.4327753779697624,True,즉시검토형,15,최종점수 상위 10% / 성장성 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.715, 채널력=0.616, 성장성=0.647, 팬밀도=0.711, 라이브=0.884, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
19,UCfeRNnLPjkSJHWZpa3IhF9w,쏘민ssomin,게임 실황형,롤,44300.0,4104.5,0.0399600738197273,0.5486713023226981,1.0,높음,0.6124190064794817,0.5486713023226981,0.6954643628509719,0.9492399759310768,1.0,0.7137483022927168,즉시검토,0.5486713023226981,0.990280777537797,0.7159827213822895,0.7532397408207343,0.6954643628509719,0.9773218142548596,0.8890388768898488,True,즉시검토형,16,최종점수 상위 10% / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.714, 채널력=0.612, 성장성=0.549, 팬밀도=0.695, 라이브=0.949, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
20,UCw0nPJhJWWEYu4g_axF_gQQ,미즈히로 슈우,음악·보이스형,보컬로이드JPOP커버,4320.0,2202.5,0.1062040825645584,0.5,0.125,낮음,0.4883369330453563,0.5,0.9600431965442764,0.9476241900647948,0.98432,0.7130688570194385,성장관찰,0.5,0.9897408207343412,0.4956803455723542,0.521598272138229,0.9600431965442764,0.9751619870410368,0.5386069114470843,True,성장관찰형,137,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권,성장성 신뢰도 낮음,"최종=0.713, 채널력=0.488, 성장성=0.500, 팬밀도=0.960, 라이브=0.948, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
21,UC4NmwxoctU9aG47bEF5GhCQ,삼사,음악·보이스형,보컬로이드JPOP커버,22200.0,128511.3,0.0664098335740958,0.5,0.0,미산출,0.6944114470842333,0.5,0.8817494600431965,0.8255939524838013,0.97536,0.7127512924406049,성장관찰,0.5,0.9892008639308856,0.816414686825054,0.521598272138229,0.8817494600431965,0.8760799136069114,0.3120950323974082,True,성장관찰형,138,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권,성장성 신뢰도 낮음,"최종=0.713, 채널력=0.694, 성장성=0.500, 팬밀도=0.882, 라이브=0.826, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
22,UCLLTq5nDGMGQwEmqeD3Yezw,마지나이 쿠로카 Majinai Kuroka,음악·보이스형,보컬로이드JPOP커버,3760.0,1454.7,0.1108771470663231,0.5871553510872363,1.0,높음,0.4430750539956803,0.5871553510872363,0.9638228941684666,0.7246089796211137,1.0,0.7126123938437056,즉시검토,0.5871553510872363,0.9886609071274298,0.4136069114470842,0.8255939524838013,0.9638228941684666,0.8374730021598272,0.8890388768898488,True,즉시검토형,17,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.713, 채널력=0.443, 성장성=0.587, 팬밀도=0.964, 라이브=0.725, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
23,UC7lbDCeOCeYC11Rt5B-ZNyQ,므엥이,음악·보이스형,성우더빙,31100.0,9648.0,0.0824835849028149,0.5970068774826964,1.0,높음,0.6738930885529157,0.5970068774826964,0.9265658747300216,0.4197304400149833,1.0,0.7122224636196487,즉시검토,0.5970068774826964,0.988120950323974,0.7931965442764579,0.8412526997840173,0.9265658747300216,0.5013498920086393,0.8890388768898488,True,즉시검토형,18,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.712, 채널력=0.674, 성장성=0.597, 팬밀도=0.927, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
24,UCMDjl5dLr7PBpVpQ5ArD9Ng,Mion(魅音) japaneseASMR,음악·보이스형,ASMR,18500.0,15891.0,0.0383026773624429,0.6721137502565618,1.0,높음,0.7021058315334774,0.6721137502565618,0.673866090712743,0.8522212946211536,0.96464,0.711502067159179,검증필요,0.6721137502565618,0.9875809935205184,0.8239740820734341,0.9325053995680346,0.673866090712743,0.8979481641468683,0.1978941684665227,True,점수상위검증형,360,최종점수 상위 10% / 성장성 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음,"최종=0.712, 채널력=0.702, 성장성=0.672, 팬밀도=0.674, 라이브=0.852, 실전성=0.965, 운영제외리스크=0.136, 검증필요리스크=0.102, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
25,UCm1KHL-zQmM6YS06o6hn_1Q,K-Story,음악·보이스형,성우더빙,2890.0,53127.0,0.0479861998047907,0.6432730205059003,1.0,높음,0.770329373650108,0.6432730205059003,0.771598272138229,0.6313725861340687,0.9688,0.7111904157351965,검증필요,0.6432730205059003,0.9870410367170628,0.8898488120950324,0.9109071274298056,0.771598272138229,0.8072354211663066,0.2346112311015118,True,점수상위검증형,361,최종점수 상위 10% / 성장성 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음,"최종=0.711, 채널력=0.770, 성장성=0.643, 팬밀도=0.772, 라이브=0.631, 실전성=0.969, 운영제외리스크=0.120, 검증필요리스크=0.090, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
26,UClyh1xSrABqbItEr3dBJosQ,이와 IWA,버츄얼 퍼포먼스형,버튜버,33400.0,4405.6,0.0444242095607476,0.5160544681293476,1.0,높음,0.6133369330453563,0.5160544681293476,0.7386609071274298,0.923433876212412,1.0,0.7104498573460921,즉시검토,0.5160544681293476,0.9865010799136068,0.7170626349892009,0.677645788336933,0.7386609071274298,0.9584233261339092,0.8890388768898488,True,즉시검토형,19,최종점수 상위 10% / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.710, 채널력=0.613, 성장성=0.516, 팬밀도=0.739, 라이브=0.923, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
27,UCtVEAvDBs8JxAdKmbIGW0aA,"Key joon - 더빙,OST",음악·보이스형,애니송커버,6540.0,6507.5,0.070656663849184,0.6666467964112204,1.0,높음,0.3623380129589633,0.6666467964112204,0.8974082073434125,0.9065463286922284,0.98208,0.7095376207654985,즉시검토,0.6666467964112204,0.9859611231101512,0.2680885529157667,0.927645788336933,0.8974082073434125,0.945464362850972,0.4327753779697624,True,즉시검토형,20,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.710, 채널력=0.362, 성장성=0.667, 팬밀도=0.897, 라이브=0.907, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
28,UCTVkjiEiaiSbEq0Qwd5XTPA,불법스님,창작·비주얼형,코스프레,69000.0,9132.1,0.0426417594487281,0.4565509759675614,1.0,높음,0.6807235421166306,0.4565509759675614,0.7240820734341252,0.9380244156113268,1.0,0.7075951710337824,즉시검토,0.4565509759675614,0.9854211663066956,0.8012958963282938,0.2246220302375809,0.7240820734341252,0.9708423326133908,0.8890388768898488,True,즉시검토형,21,최종점수 상위 10% / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.708, 채널력=0.681, 성장성=0.457, 팬밀도=0.724, 라이브=0.938, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
29,UChEejxuuRu15AaVBV5kkM0g,소히SOHEE,음악·보이스형,ASMR보이스,43200.0,5985.4,0.0480888902558062,0.6372805807216929,1.0,높음,0.4956398488120951,0.6372805807216929,0.7721382289416847,0.85978587026691,0.99104,0.7061928202479422,즉시검토,0.6372805807216929,0.9848812095032398,0.5107991360691144,0.9011879049676026,0.7721382289416847,0.902267818574514,0.6268898488120951,True,즉시검토형,22,최종점수 상위 10% / 성장성 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.706, 채널력=0.496, 성장성=0.637, 팬밀도=0.772, 라이브=0.860, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
30,UCbGVj7UvFM1uRU6nB4Vs9Rw,인디 노래 부르는 사람,,커버기타,3720.0,6280.8,0.0794459260776779,0.4671057725623345,1.0,높음,0.5617980561555076,0.4671057725623345,0.9200863930885528,0.8498227706359137,0.99272,0.7060512107465341,즉시검토,0.4671057725623345,0.984341252699784,0.6271598272138229,0.2516198704103671,0.9200863930885528,0.8947084233261339,0.7313714902807775,True,즉시검토형,23,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.706, 채널력=0.562, 성장성=0.467, 팬밀도=0.920, 라이브=0.850, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
31,UC7u_9oeGLllTJhpK66KvlNA,Mo,,음악기타,12500.0,63689.4,0.0528762006672016,0.6812947261947523,1.0,높음,0.8393898488120949,0.6812947261947523,0.8120950323974082,0.4197304400149833,0.96152,0.7059663632028689,검증필요,0.6812947261947523,0.9838012958963284,0.9416846652267818,0.9384449244060477,0.8120950323974082,0.5013498920086393,0.1897948164146868,True,점수상위검증형,362,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음 / 상위 세그먼트 불명확,"최종=0.706, 채널력=0.839, 성장성=0.681, 팬밀도=0.812, 라이브=0.420, 실전성=0.962, 운영제외리스크=0.120, 검증필요리스크=0.181, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
